0,502554
1,430000
2,384591
3,351556
4,329306
5,306113
6,284994
7,272503
8,257000
9,236624
10,223646
11,215305
12,200166
13,188495
14,170702
15,164558
16,144872
17,132682
18,126153
19,113000
20,109448
21,101284
22,95746
23,86511
24,81977
25,75585
26,68584
27,63633
28,60735
29,58607
30,55966
31,52929
32,50199
33,47893
34,46012
35,44363
36,42752
37,41181
38,39648
39,38132
40,36496
41,34716
42,32875
43,31184
44,30456
45,30000
46,28990
47,27428
48,25653
49,24002
50,22478
51,21078
52,19804
53,18657
54,17639
55,16754
56,16000
57,15377
58,14855
59,14254
60,13568
61,12954
62,12284
63,11400
64,10472
65,9668
66,8968
67,8254
68,7581
69,7298
70,6826
71,6118
72,5550
73,5138
74,4612
75,3974
76,3504
77,3218
78,2926
79,2550
80,2136
81,1737
82,1380
83,1214
84,1197
85,993
86,894
87,754
88,459
89,459
90,459
91,459
92,459
93,459
94,459
95,459
96,459
97,458
98,459
99,459
100,1
